Pid,Date,Index,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend %,Employees,Optionable,Shortable,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next 5Y,EPS past 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Earnings,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROI,Gross Margin,Oper. Margin,Profit Margin,Payout,Shs Outstand,Shs Float,Short Float / Ratio,Short Interest,Target Price,52W Range,52W High,52W Low,RSI (14),Rel Volume,Avg Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf Year,Perf YTD,Beta,ATR,Volatility,Prev Close,Price
VIA,20230817,-,66.47M,-11.80M,459.50M,13.55,7.45,3.62,40.68%,160,No,Yes,-,-,-,0.14,0.66,1.20,1.87,2.20,2.20,2.53,2.53,-3.74,-,-,88.80%,-,-15.00%,-10.40%,-5.90%,80.20%,May 04 BMO,23.20%,0.00%,37.10%,-11.00%,-3.70%,-26.00%,11.20%,15.10%,-2.10%,-2.60%,-,3.21M,3.13M,4.91% / 2.77,0.15M,-,5.81 - 45.45,-80.40%,53.35%,53.62,0.59,55.46K,7.74%,33.38%,-29.84%,-73.56%,-79.47%,-65.13%,1.05,0.77,6.75% 10.57%,8.87,8.91
VICI,20230817,S&P 500,30.14B,2.14B,3.30B,23.55,0.73,1.56,5.26%,23,Yes,Yes,13.67,11.64,1.93,9.14,1.26,40.79,19.80,-,-,0.73,0.73,2.17,4.55%,0.62,-27.70%,7.10%,48.40%,69.20%,35.60%,-,Jul 26 AMC,0.42%,0.00%,98.60%,-4.48%,5.40%,9.50%,4.40%,99.30%,86.80%,65.00%,71.70%,1.01B,1.01B,2.37% / 4.73,23.89M,37.52,29.29 - 35.22,-15.75%,1.30%,27.71,0.70,5.06M,-4.17%,-7.71%,-5.81%,-13.55%,-15.88%,-8.43%,0.96,0.52,1.17% 1.66%,29.81,29.67
VIEW,20230817,-,42.34M,-322.00M,102.70M,45.96,32.26,-,-,728,No,Yes,-,-,-,0.41,0.23,0.33,-,2.10,2.30,1.11,1.11,-1.34,35.90%,-12.00,20.80%,-,-,-,7.60%,25.90%,Aug 10 AMC,4.00%,119.97%,83.40%,-,-63.50%,-129.80%,-77.50%,-97.50%,-,-,-,4.03M,3.95M,4.83% / 0.91,0.19M,-,6.08 - 139.20,-92.46%,72.70%,51.52,0.27,208.81K,17.06%,19.54%,-25.88%,-75.62%,-92.39%,-81.86%,0.93,1.67,11.40% 21.48%,11.19,10.50
VIGL,20230817,RUT,196.58M,-75.90M,-,3.98,4.24,-,-,61,No,Yes,-,-,-,-,1.39,1.31,-,19.10,19.10,0.00,0.00,-2.04,-10.30%,-0.57,-40.80%,-,-,-,-,13.70%,-,10.18%,0.00%,87.50%,30.41%,-38.80%,-42.20%,-,-,-,-,-,38.66M,31.86M,1.72% / 6.67,0.55M,19.43,5.75 - 16.77,-66.90%,-3.48%,33.74,0.45,82.23K,-16.79%,-28.57%,-34.67%,-51.74%,-29.48%,-55.60%,2.94,0.69,9.51% 10.30%,6.07,5.55
VINC,20230817,-,18.93M,-63.30M,-,1.13,1.25,-,-,41,No,Yes,-,-,-,-,0.77,0.69,-,3.50,3.50,0.00,0.00,-3.00,77.90%,-0.46,-35.80%,-,-,-,-,-,-,15.50%,1.63%,64.60%,-1.92%,-,-,-,-,-,-,-,21.38M,15.73M,0.83% / 1.17,0.13M,6.33,0.63 - 1.95,-55.64%,37.06%,34.50,0.29,111.42K,-9.61%,-32.95%,-47.26%,-26.07%,-45.94%,-15.20%,0.36,0.10,7.25% 10.69%,0.82,0.87
VINP,20230817,-,500.89M,42.30M,85.10M,4.91,0.12,0.64,6.80%,283,Yes,Yes,12.82,1.72,1.93,5.89,1.92,78.26,19.96,11.30,11.30,0.12,0.08,0.73,23.27%,1.20,1.90%,6.65%,-,-,17.80%,95.90%,Aug 10 AMC,33.04%,0.00%,20.20%,-4.31%,14.60%,18.50%,8.20%,-,46.50%,60.60%,279.60%,56.72M,26.81M,0.45% / 1.52,0.12M,14.13,7.70 - 11.98,-21.42%,22.21%,41.98,0.64,79.98K,-2.39%,-4.76%,10.32%,-12.22%,-12.87%,4.09%,-0.01,0.43,4.32% 4.17%,9.50,9.41
VIOT,20230817,-,65.26M,-38.20M,448.00M,2.87,2.18,-,-,916,No,Yes,-,-,-,0.15,0.32,0.43,-,1.50,1.90,0.10,0.08,-0.55,-,-,-429.40%,-,-,29.90%,-31.70%,-612.70%,Aug 24 BMO,2.99%,0.00%,4.80%,-4.18%,-9.30%,-17.80%,-18.70%,22.80%,-8.60%,-8.50%,-,69.28M,33.77M,0.02% / 0.21,0.01M,-,0.70 - 1.63,-43.03%,32.26%,48.89,0.90,36.70K,0.93%,3.18%,9.23%,-26.88%,-40.09%,-13.21%,0.96,0.06,7.89% 5.82%,0.89,0.93
VIPS,20230817,-,9.65B,978.60M,14.61B,7.72,4.54,-,-,6815,Yes,Yes,10.29,8.32,0.87,0.66,2.10,3.57,-,1.00,1.20,0.03,0.00,1.58,4.80%,0.44,45.70%,11.82%,25.90%,7.20%,9.10%,96.20%,Aug 18 BMO,1.74%,0.00%,72.00%,-0.74%,11.60%,21.60%,12.30%,21.30%,6.50%,6.70%,0.00%,579.65M,476.81M,2.09% / 2.14,9.95M,18.37,6.36 - 19.13,-15.16%,155.19%,42.00,0.80,4.65M,-7.26%,-1.76%,0.12%,11.16%,62.95%,18.99%,0.61,0.74,3.29% 3.99%,15.67,16.23
VIR,20230817,RUT,1.71B,-262.00M,490.70M,13.50,13.75,-,-,576,Yes,Yes,-,-,-,3.48,0.94,0.92,-,8.60,8.60,0.00,0.00,-1.97,10.80%,-1.21,-3.40%,7.00%,92.00%,259.00%,-,-151.60%,Aug 03 AMC,1.70%,-44.49%,76.10%,-5.36%,-10.10%,-13.10%,28.60%,93.90%,-64.00%,-53.40%,0.00%,134.06M,115.15M,3.07% / 2.91,3.54M,33.88,12.56 - 31.55,-59.71%,1.19%,23.30,0.68,1.22M,-5.01%,-44.86%,-49.18%,-52.43%,-52.49%,-49.78%,0.17,0.70,2.87% 4.04%,12.86,12.71
VIRI,20230817,-,27.60M,-9.80M,-,0.33,0.23,-,-,4,Yes,Yes,-,-,-,-,3.64,5.21,-,11.90,11.90,0.00,0.00,-0.85,-3.60%,-0.07,42.30%,-,-,-,-,82.60%,Aug 10 BMO,12.41%,0.00%,17.00%,103.12%,-140.80%,-165.10%,-,-,-,-,-,18.33M,16.06M,3.67% / 0.71,0.59M,3.50,0.22 - 8.83,-86.41%,448.07%,38.74,1.35,825.91K,11.11%,-42.31%,15.38%,255.13%,-85.68%,408.47%,2.07,0.23,26.12% 15.71%,1.02,1.20
VIRT,20230817,-,3.15B,135.70M,2.19B,13.43,4.27,0.96,4.99%,993,Yes,Yes,14.06,7.89,-,1.44,1.43,4.51,5.72,-,-,7.96,2.44,1.37,14.34%,0.47,-37.50%,-2.71%,10.60%,18.10%,-61.20%,-91.00%,Jul 26 BMO,0.30%,0.00%,93.20%,-1.28%,1.20%,10.30%,5.20%,52.70%,14.30%,6.20%,70.10%,94.97M,92.52M,2.04% / 2.10,1.89M,21.14,16.26 - 25.60,-24.80%,18.39%,61.94,1.27,901.59K,2.07%,3.77%,6.47%,-6.28%,-24.66%,-5.68%,0.24,0.41,1.67% 2.17%,18.85,19.25
VIRX,20230817,-,45.76M,-50.90M,-,1.19,2.11,-,-,39,Yes,Yes,-,-,-,-,1.01,0.57,-,7.20,7.20,0.54,0.50,-1.34,-4.20%,-0.29,63.80%,-,51.90%,-,-,-13.00%,Aug 14 BMO,2.20%,-1.11%,69.50%,3.21%,-57.60%,-86.50%,-,-,-,-,-,38.46M,37.27M,1.86% / 2.86,0.69M,10.00,0.88 - 5.75,-79.13%,37.14%,29.54,0.39,242.57K,-16.08%,-24.05%,-29.82%,-39.70%,-70.73%,-17.81%,1.27,0.10,8.64% 6.71%,1.23,1.20
VISL,20230817,-,11.94M,-12.50M,28.40M,18.18,9.58,-,-,109,No,Yes,-,-,-,0.42,0.25,0.48,-,5.30,7.30,0.00,0.00,-5.32,25.00%,-0.80,23.00%,20.00%,-,-9.90%,4.30%,38.80%,Aug 11 BMO,12.19%,0.00%,12.10%,-21.73%,-22.80%,-27.00%,-30.90%,46.90%,-46.40%,-44.10%,-,2.38M,2.09M,4.28% / 4.95,0.09M,8.50,3.90 - 14.40,-67.99%,18.21%,23.84,1.04,18.05K,-12.67%,-21.73%,-4.95%,-58.91%,-61.62%,-58.84%,1.33,0.23,4.16% 3.94%,4.80,4.61
VITL,20230817,RUT,493.70M,16.40M,427.70M,4.30,1.16,-,-,368,Yes,Yes,32.20,21.24,-,1.15,2.79,10.35,141.06,2.50,3.30,0.04,0.04,0.37,31.16%,0.04,-48.70%,-,20.90%,37.40%,28.30%,3258.30%,Aug 03 BMO,19.60%,0.00%,63.20%,1.20%,7.40%,10.00%,0.30%,33.50%,5.70%,3.80%,0.00%,40.95M,27.12M,7.07% / 4.55,1.92M,18.67,10.00 - 18.18,-34.10%,19.80%,52.09,1.46,421.55K,-0.17%,9.16%,-19.33%,-22.71%,-14.61%,-19.71%,0.56,0.84,7.13% 6.92%,12.00,11.98
VIV,20230817,-,14.23B,924.60M,10.28B,8.45,0.66,0.97,11.36%,33000,Yes,Yes,15.39,12.20,0.64,1.38,1.01,12.88,-,0.80,0.90,0.27,0.18,0.56,37.30%,0.13,-34.20%,24.20%,-2.20%,2.10%,7.60%,48.30%,Jul 25 AMC,88.00%,0.00%,7.40%,-4.02%,3.70%,6.60%,6.60%,43.20%,14.40%,9.00%,654.20%,1.66B,431.69M,1.34% / 3.75,5.79M,10.15,6.38 - 9.23,-7.45%,33.80%,43.28,0.91,1.54M,-2.40%,1.76%,3.49%,14.56%,-0.01%,22.94%,0.59,0.17,1.49% 1.71%,8.51,8.54
VKI,20230817,-,364.57M,-,32.24M,9.48,-,0.39,4.69%,-,No,Yes,-,-,-,11.31,0.87,-,-,-,-,-,-,-1.43,-,-,-,-,-,-,1.30%,-,-,-,-,24.57%,-,-,-,-,-,-,-,-,44.41M,44.40M,0.01% / 0.06,0.01M,-,7.81 - 9.64,-14.83%,5.12%,36.89,1.28,84.98K,-1.32%,-3.53%,-2.96%,-7.23%,-14.39%,-4.42%,0.46,0.08,1.18% 0.90%,8.20,8.21
VKTX,20230817,RUT,1.39B,-74.10M,-,3.90,3.99,-,-,22,Yes,Yes,-,-,-,-,3.63,3.55,-,29.60,29.60,0.00,0.00,-0.91,-13.30%,-0.22,-25.80%,40.00%,-2.50%,-,-,14.40%,Jul 26 AMC,5.89%,-16.75%,35.70%,-0.32%,-33.40%,-36.30%,-,-,-,-,-,99.01M,93.28M,12.70% / 4.52,11.84M,33.80,2.53 - 25.72,-45.02%,457.90%,42.29,0.51,2.62M,-4.97%,-7.10%,-42.07%,26.93%,275.07%,50.43%,0.51,0.89,5.06% 5.58%,14.20,14.14
VLCN,20230817,-,14.85M,-32.90M,4.50M,-0.23,0.16,-,-,53,No,Yes,-,-,-,3.30,-,2.75,-,0.40,0.70,-,-,-1.35,-,-0.30,83.50%,-,-,-,0.00%,24.90%,-,23.25%,0.00%,4.20%,27.51%,-162.10%,-,-177.10%,-,-,-,-,24.54M,23.49M,0.72% / 0.94,0.17M,6.00,0.42 - 3.45,-86.96%,7.09%,29.89,0.10,179.38K,-16.42%,-28.57%,-59.09%,-72.56%,-77.94%,-55.45%,0.53,0.05,11.38% 9.44%,0.44,0.45
VLD,20230817,RUT,317.33M,39.20M,95.40M,0.64,0.29,-,-,294,Yes,Yes,11.44,-,0.67,3.33,2.23,4.96,-,2.40,4.40,0.10,0.08,0.12,70.40%,-0.07,102.70%,17.00%,-,-,119.70%,46.40%,Aug 10 AMC,0.60%,-11.44%,65.50%,3.00%,4.20%,7.20%,-70.00%,6.10%,-,10.50%,0.00%,189.61M,163.08M,7.46% / 8.46,12.17M,3.47,1.34 - 5.35,-73.27%,7.12%,30.03,1.77,1.44M,-20.99%,-42.57%,-17.34%,-61.04%,-74.42%,-20.11%,2.96,0.15,8.79% 6.99%,1.35,1.43
VMW,20230817,-,67.41B,1.30B,13.54B,4.36,15.10,-,-,38300,Yes,Yes,51.34,19.68,4.74,4.98,35.65,10.29,14.67,0.80,0.80,5.62,5.08,3.03,14.15%,1.64,-28.40%,10.84%,-3.90%,11.20%,6.10%,-9.30%,Aug 31 AMC,0.20%,-6.12%,49.10%,1.47%,4.40%,119.30%,12.80%,81.40%,14.20%,9.60%,0.00%,428.19M,232.69M,1.79% / 2.54,4.16M,142.42,103.55 - 170.00,-8.56%,50.12%,51.01,0.51,1.64M,-0.63%,-6.74%,24.31%,31.90%,26.75%,26.63%,0.73,2.73,1.21% 1.64%,155.78,155.45
VNDA,20230817,RUT,334.75M,14.90M,238.40M,9.40,8.54,-,-,290,Yes,Yes,22.72,-,0.63,1.40,0.62,0.68,8.31,6.10,6.10,0.00,0.00,0.26,-,-0.04,-81.10%,36.10%,18.30%,9.00%,-28.40%,-41.70%,Jul 27 AMC,3.40%,-6.86%,104.51%,-1.68%,2.30%,2.80%,0.20%,91.30%,4.10%,6.30%,0.00%,57.45M,55.18M,4.08% / 3.80,2.25M,7.00,5.45 - 11.05,-47.15%,7.16%,42.61,0.70,592.76K,-2.99%,-8.03%,-5.96%,-16.45%,-44.11%,-20.97%,0.67,0.21,2.61% 3.74%,5.78,5.84
VNET,20230817,-,461.71M,-108.70M,1.00B,6.30,2.71,-,-,3293,Yes,Yes,-,-,-,0.46,0.49,1.14,-,0.70,0.70,1.74,0.96,-0.75,17.40%,-0.05,-261.40%,4.56%,5.30%,15.80%,9.70%,-19.50%,Aug 23 AMC,13.29%,0.00%,76.20%,6.77%,-2.90%,-11.60%,-0.10%,18.80%,1.90%,-10.90%,-,148.06M,124.27M,5.21% / 6.40,6.48M,4.97,2.53 - 6.83,-54.61%,22.53%,61.38,3.18,1.01M,5.44%,16.54%,5.08%,-36.99%,-40.95%,-45.33%,-0.18,0.16,6.00% 5.49%,2.96,3.10
VNOM,20230817,-,4.51B,165.60M,755.00M,9.28,0.08,1.08,3.86%,-,Yes,Yes,12.46,15.14,1.58,5.98,3.02,344.47,6.91,3.80,3.80,0.97,0.97,2.25,9.34%,0.39,136.60%,7.88%,13.40%,38.20%,-63.60%,-36.40%,Jul 31 AMC,0.20%,-94.62%,78.60%,-2.72%,5.60%,24.10%,56.30%,93.10%,75.10%,21.90%,90.80%,71.77M,69.78M,0.98% / 1.82,0.69M,34.91,24.40 - 35.59,-21.37%,14.69%,54.80,0.75,377.36K,-1.82%,9.29%,4.92%,-10.22%,-3.41%,-10.70%,1.85,0.69,1.99% 2.55%,27.92,27.99
VNRX,20230817,-,100.62M,-31.40M,0.30M,-0.04,0.13,-,-,104,Yes,Yes,-,-,-,335.40,-,10.06,-,0.70,0.70,-,-,-0.55,28.30%,-0.15,-7.40%,-,0.50%,-,0.00%,-2.80%,Aug 14 AMC,10.00%,3.50%,10.40%,-0.79%,-149.50%,-,-,-,-,-,-,60.18M,59.21M,1.27% / 5.17,0.75M,4.86,1.12 - 2.74,-52.55%,16.07%,48.82,0.92,145.08K,6.56%,-15.03%,-17.20%,-35.64%,-34.01%,-46.50%,1.59,0.07,5.10% 5.88%,1.19,1.30
VNT,20230817,-,4.59B,297.90M,3.20B,4.48,1.57,0.10,0.34%,8100,Yes,Yes,15.50,9.35,4.19,1.43,6.57,18.80,12.34,1.10,1.50,3.49,3.48,1.90,10.46%,0.68,2.70%,3.70%,2.30%,5.00%,-1.50%,201.30%,Aug 03 BMO,0.40%,0.00%,96.70%,0.95%,7.00%,49.50%,14.30%,45.20%,18.60%,9.30%,5.30%,155.40M,154.01M,0.50% / 0.83,0.78M,32.33,16.55 - 33.08,-11.05%,77.76%,34.93,1.11,934.58K,-0.03%,-9.45%,1.20%,23.67%,21.32%,52.20%,1.26,0.55,1.22% 1.84%,29.47,29.42
VOC,20230817,-,142.13M,21.30M,23.20M,0.86,0.08,1.21,14.26%,-,Yes,Yes,6.73,-,-,6.13,9.83,109.33,-,-,-,0.00,0.00,1.25,-,-,150.00%,-,20.80%,20.70%,-8.50%,-8.00%,-,26.20%,0.00%,3.60%,-28.97%,142.00%,142.00%,144.50%,-,91.90%,91.90%,96.00%,17.00M,12.55M,0.32% / 0.58,0.04M,-,6.01 - 13.70,-38.32%,40.60%,48.60,0.39,69.51K,-1.40%,-4.30%,2.05%,2.05%,15.12%,-18.51%,1.39,0.32,4.43% 3.57%,8.52,8.45
VOR,20230817,RUT,170.94M,-97.80M,-,3.05,3.19,-,-,133,Yes,Yes,-,-,-,-,0.96,0.91,-,15.10,15.10,0.00,0.00,-2.16,-3.90%,-0.46,-11.00%,-,-,-,-,-,Aug 10 AMC,1.20%,0.00%,48.50%,1.39%,-,-,-,-,-,-,-,67.03M,66.35M,4.39% / 13.49,2.92M,14.22,2.50 - 7.57,-61.43%,16.80%,46.36,0.28,216.06K,13.62%,-9.60%,-35.25%,-48.95%,-44.49%,-56.09%,-0.85,0.21,8.17% 6.69%,2.92,2.92
VOYA,20230817,-,7.35B,606.00M,6.59B,35.89,12.88,1.60,2.28%,6100,Yes,Yes,12.46,7.64,0.82,1.12,1.95,5.45,4.87,-,-,0.61,0.57,5.63,15.58%,2.09,-74.00%,15.20%,37.70%,-4.00%,22.80%,142.80%,Aug 01 AMC,0.50%,-29.84%,120.77%,-4.21%,0.40%,16.10%,11.00%,-,12.50%,9.20%,13.10%,105.78M,105.03M,2.06% / 3.02,2.16M,84.86,58.63 - 78.11,-10.20%,19.63%,35.97,0.65,715.29K,-2.70%,-5.18%,-0.48%,-8.60%,8.85%,14.07%,1.15,1.40,1.49% 1.91%,70.94,70.14
VRA,20230817,RUT,204.44M,-57.40M,495.90M,8.02,0.83,-,-,2180,Yes,Yes,-,9.20,-,0.41,0.83,8.08,-,1.10,3.40,0.00,0.00,-1.85,20.83%,0.21,-466.10%,17.30%,-56.90%,1.90%,-4.20%,28.80%,Aug 30 BMO,3.00%,0.00%,54.10%,-15.21%,-13.30%,-21.80%,-31.50%,48.10%,-18.80%,-11.60%,-,30.79M,21.97M,2.91% / 2.12,0.64M,8.50,2.84 - 7.02,-4.99%,134.86%,51.91,0.38,301.63K,-3.19%,4.22%,24.67%,17.02%,38.10%,47.24%,2.01,0.20,2.48% 3.02%,6.70,6.67
VRAR,20230817,-,40.67M,-10.30M,13.10M,2.03,0.45,-,-,200,Yes,Yes,-,-,-,3.10,1.46,6.56,-,1.40,1.40,0.00,0.00,-0.79,-,-,39.40%,-,-,-,76.20%,-172.70%,May 15 AMC,0.50%,0.00%,8.30%,96.14%,-24.20%,-35.70%,-20.80%,70.70%,-79.20%,-78.60%,-,13.78M,9.64M,1.20% / 0.86,0.12M,-,2.50 - 6.90,-57.10%,18.40%,35.09,0.19,133.63K,0.34%,-21.90%,-25.81%,-42.30%,-50.67%,-2.31%,1.70,0.25,8.66% 7.47%,3.02,2.96
VRAX,20230817,-,7.01M,-,-,-,-,-,-,11,No,Yes,-,-,-,-,-,-,-,-,-,-,-,-0.50,-5.60%,-0.51,-,-,-,-,-,-,-,35.38%,0.00%,9.21%,-,-,-,-,-,-,-,-,17.89M,11.56M,0.21% / 0.10,0.02M,2.00,0.34 - 6.98,-94.81%,6.62%,42.84,0.64,247.09K,-7.57%,-10.92%,-0.98%,-57.30%,-94.60%,-50.34%,0.95,0.03,9.97% 7.02%,0.35,0.36
VRCA,20230817,RUT,197.78M,-23.40M,8.60M,1.21,1.28,-,-,22,Yes,Yes,-,-,-,23.00,3.79,3.59,-,9.90,9.90,0.00,0.00,-0.54,6.10%,-0.34,44.70%,-,-32.00%,-,0.00%,35.20%,Aug 08 BMO,35.10%,0.32%,25.10%,-9.22%,-41.70%,-45.70%,-56.80%,89.20%,-,-,-,45.92M,20.00M,20.32% / 10.18,4.06M,12.67,2.02 - 8.69,-47.21%,127.23%,33.13,0.77,399.28K,-14.21%,-35.17%,-22.07%,-39.12%,21.43%,66.91%,2.01,0.40,5.36% 7.60%,4.86,4.59
VRDN,20230817,RUT,817.01M,-172.30M,1.70M,5.10,8.71,-,-,86,Yes,Yes,-,-,-,480.59,3.73,2.19,-,12.90,12.90,0.02,0.02,-4.66,9.00%,-1.24,39.30%,-,27.80%,-15.00%,-50.00%,-64.10%,Aug 08 AMC,1.49%,-4.53%,95.00%,31.20%,-36.30%,-67.10%,-52.10%,-,-,-,-,42.24M,40.76M,15.27% / 8.09,6.22M,44.00,17.49 - 39.00,-51.18%,8.86%,41.97,0.41,769.43K,-2.46%,-12.50%,-16.89%,-41.70%,-25.33%,-34.82%,0.92,0.91,3.16% 4.53%,19.44,19.04
VRM,20230817,-,163.62M,-167.70M,971.80M,2.43,1.74,-,-,1323,Yes,Yes,-,-,-,0.17,0.49,0.69,-,1.00,1.30,2.69,1.61,-1.21,6.50%,-0.53,-20.50%,-,-,-,-83.90%,84.50%,Aug 08 AMC,0.80%,80.25%,32.30%,-13.78%,-10.10%,-40.40%,-32.20%,18.70%,-9.50%,-17.30%,-,139.15M,125.42M,12.85% / 2.55,16.11M,1.05,0.73 - 2.82,-57.62%,62.81%,32.78,0.51,6.31M,-15.25%,-55.24%,50.79%,-3.63%,-45.93%,17.16%,2.35,0.23,8.28% 12.23%,1.25,1.20
VRNA,20230817,-,1.44B,-51.60M,0.50M,3.44,3.32,-,-,35,Yes,Yes,-,-,-,2880.43,5.14,5.32,-,26.30,26.30,0.07,0.07,-0.69,-17.00%,-0.28,-10.60%,-,11.10%,-,-,62.10%,Aug 03 BMO,50.80%,-7.11%,70.10%,42.94%,-17.80%,-20.30%,-32.00%,24.50%,-,-,-,79.31M,74.45M,4.69% / 9.02,3.49M,32.71,8.41 - 26.44,-33.13%,110.23%,32.48,0.73,386.78K,-6.80%,-15.73%,-9.01%,-18.86%,52.02%,-32.34%,0.25,0.91,3.30% 5.03%,17.90,17.68
VRNS,20230817,RUT,3.29B,-116.50M,488.70M,4.29,6.81,-,-,2143,Yes,Yes,-,115.08,-,6.73,6.92,4.36,90.09,3.60,3.60,0.53,0.53,-1.07,17.81%,0.02,-2.70%,46.80%,-46.60%,17.10%,3.60%,-6.60%,Jul 31 AMC,1.90%,0.08%,98.10%,2.40%,-11.20%,-23.50%,-18.00%,85.80%,-24.20%,-23.80%,-,109.74M,107.31M,4.71% / 5.96,5.05M,34.50,15.61 - 32.55,-8.79%,90.20%,55.30,0.83,847.83K,-3.85%,10.45%,23.66%,5.06%,-5.11%,24.02%,0.85,0.92,1.97% 3.18%,30.31,29.69
VRNT,20230817,RUT,2.07B,-2.90M,900.90M,12.64,4.14,-,-,4200,Yes,Yes,-,10.95,-,2.29,2.56,7.82,18.66,1.20,1.30,0.50,0.50,-0.05,11.79%,0.71,-31.40%,9.75%,-31.30%,-4.50%,-0.60%,61.20%,Jun 07 AMC,2.30%,-19.03%,103.80%,0.25%,-0.10%,-0.30%,1.40%,68.20%,7.30%,-0.30%,-,64.94M,62.97M,3.60% / 5.08,2.27M,46.43,31.63 - 51.01,-36.50%,2.40%,27.73,1.68,446.42K,-6.79%,-18.29%,-8.04%,-17.35%,-34.93%,-10.72%,1.00,1.02,3.31% 2.62%,34.17,32.39
VRPX,20230817,-,10.56M,-18.00M,-,1.30,1.42,-,-,7,No,Yes,-,-,-,-,0.68,0.62,-,5.60,5.60,0.00,0.00,-1.54,-,-,-2.40%,-,-,-,-,70.40%,-,25.71%,0.00%,15.60%,-2.16%,-79.10%,-92.30%,-,-,-,-,-,11.71M,8.70M,0.48% / 1.26,0.04M,4.00,0.61 - 1.59,-44.34%,45.08%,46.80,0.09,33.20K,-1.67%,-5.85%,7.27%,-19.07%,-44.34%,42.21%,2.06,0.07,7.65% 8.33%,0.89,0.88
VRRM,20230817,RUT,2.89B,87.00M,763.10M,1.59,0.42,-,-,1396,Yes,Yes,34.29,16.14,3.06,3.79,11.91,45.01,17.02,1.90,2.00,4.85,4.81,0.55,9.32%,0.27,129.80%,11.21%,81.50%,-,12.60%,-52.10%,Aug 09 AMC,0.60%,-11.82%,119.69%,-1.31%,5.30%,40.80%,9.20%,93.80%,22.00%,12.10%,0.00%,149.16M,146.03M,2.64% / 3.37,3.86M,23.33,12.76 - 21.54,-12.12%,48.35%,33.53,1.14,1.15M,-5.96%,-8.90%,7.13%,17.14%,12.21%,36.88%,1.22,0.51,2.24% 2.51%,19.26,18.93
VRSK,20230817,"NDX, S&P 500",33.23B,737.00M,2.30B,2.03,2.14,1.36,0.59%,7000,Yes,Yes,47.81,34.79,4.29,14.44,113.64,107.64,40.40,1.10,1.10,9.68,9.67,4.83,16.19%,1.47,76.40%,11.15%,18.90%,3.10%,10.20%,28.80%,Aug 02 BMO,0.30%,-8.26%,93.80%,-3.44%,9.00%,49.10%,21.60%,68.20%,47.60%,21.90%,39.10%,144.84M,143.90M,4.38% / 5.49,6.30M,247.75,162.94 - 238.82,-3.41%,41.57%,48.61,0.76,1.15M,-1.03%,1.08%,5.28%,30.02%,12.81%,30.76%,0.83,3.97,1.46% 1.86%,235.33,230.68
